id,label
PMC4795035,0
PMC1642580,0
PMC2435558,0
PMC5104943,1
PMC2565949,0
PMC3792948,0
PMC3346383,1
PMC1615903,0
PMC3587922,0
PMC2735206,0
PMC2686590,0
PMC4112233,0
PMC2850174,1
PMC548837,0
PMC3374609,0
PMC4070687,0
PMC2807034,0
PMC2204126,0
PMC2863477,1
PMC2937822,0
PMC4574382,0
PMC1609908,1
PMC2223254,0
PMC3001726,0
PMC2820865,0
PMC6290157,1
PMC4569734,0
PMC1626629,0
PMC3757048,0
PMC3905731,0
PMC7483925,0
PMC2858934,0
PMC6085410,0
PMC515265,0
PMC3361081,0
PMC341740,0
PMC4118799,0
PMC2630599,0
PMC6420073,0
PMC3435367,0
PMC7476666,0
PMC4882941,0
PMC4997865,0
PMC4319583,0
PMC94196,0
PMC1698726,0
PMC4148797,0
PMC4249516,0
PMC5175178,0
PMC3722578,0
PMC3035254,0
PMC4035507,0
PMC3187452,0
PMC4047441,0
PMC4048933,0
PMC4025639,0
PMC4941771,0
PMC3272990,0
PMC3294838,0
PMC4527586,0
PMC4188076,0
PMC3816844,0
PMC4020045,0
PMC7139672,0
PMC5745067,0
PMC4013664,0
PMC6961116,0
PMC4068633,0
PMC3924368,0
PMC3494833,1
PMC3462181,0
PMC3503083,0
PMC3861416,0
PMC6166229,0
PMC1794283,0
PMC3976060,0
PMC2613060,0
PMC2911552,0
PMC2937722,0
PMC3886963,0
PMC3502917,1
PMC4335910,0
PMC3958014,0
PMC6386982,0
PMC3598880,0
PMC7955167,0
PMC6580380,0
PMC3773574,0
PMC4384142,0
PMC5286544,0
PMC3323032,0
PMC1636165,0
PMC3968324,0
PMC2687352,0
PMC4631455,0
PMC527165,0
PMC4513164,0
PMC3492205,0
PMC3924369,0
PMC30958,0
PMC3095822,0
PMC2971614,0
PMC4591314,0
PMC3913684,0
PMC3650528,0
PMC4719734,0
PMC4157417,1
PMC96707,0
PMC1636194,0
PMC4511686,0
PMC3749200,0
PMC86843,0
PMC1420293,0
PMC6615999,0
PMC3601020,0
PMC3115934,0
PMC3622960,0
PMC4268306,0
PMC3292316,0
PMC166650,1
PMC2211866,0
PMC4901226,0
PMC3274387,0
PMC4208323,0
PMC100110,0
PMC3370176,1
PMC4425681,0
PMC2748827,0
PMC7474693,0
PMC2815883,0
PMC4335828,0
PMC21400,0
PMC5074735,0
PMC7160799,0
PMC3138246,0
PMC1838417,0
PMC3421227,0
PMC4000942,1
PMC4060942,0
PMC4490846,0
PMC2168707,0
PMC3056771,0
PMC2668409,0
PMC33313,0
PMC5543069,0
PMC3750764,0
PMC4591303,0
PMC525680,0
PMC1458668,0
PMC2583487,1
PMC4211555,0
PMC4064030,0
PMC4094351,0
PMC1951978,0
PMC2222712,0
PMC102823,0
PMC134923,0
PMC3067637,0
PMC2488285,0
PMC4481284,0
PMC2064922,0
PMC2897677,0
PMC3193767,0
PMC3656215,0
PMC2781007,0
PMC3574126,0
PMC3165596,0
PMC4275126,0
PMC6048861,1
PMC1950954,0
PMC3457200,0
PMC3609814,0
PMC3438129,0
PMC3486296,0
PMC3048565,0
PMC2446917,0
PMC3109524,0
PMC1308890,1
PMC1636279,0
PMC4335341,0
PMC95419,0
PMC4170646,0
PMC1307078,0
PMC3761205,0
PMC2728426,0
PMC4661305,0
PMC4375495,0
PMC3101168,0
PMC1828480,0
PMC4392142,0
PMC1392886,0
PMC1686605,0
PMC451664,0
PMC3334838,0
PMC3090145,0
PMC3784613,0
PMC6937791,1
PMC5383351,0
PMC7358615,0
PMC3657109,0
PMC2759606,0
PMC2175527,0
PMC2293021,0
PMC3187862,0
PMC3715488,0
PMC3370533,0
PMC3006182,0
PMC93777,0
PMC3235134,0
PMC3158464,0
PMC123785,1
PMC4561702,1
PMC2276185,0
PMC3622351,0
PMC4730625,1
PMC2877744,0
PMC4300165,1
PMC3519856,0
PMC3531804,0
PMC3133139,0
PMC2918925,1
PMC4312939,0
PMC4420470,0
PMC149508,0
PMC1214609,1
PMC32289,0
PMC4675945,0
PMC3165697,0
PMC3592213,0
PMC2997792,0
PMC3035214,0
PMC3795208,0
PMC518960,0
PMC2805309,0
PMC4882745,1
PMC1112136,0
PMC2877668,0
PMC1854960,0
PMC2738197,0
PMC5355960,0
PMC5217682,1
PMC4625939,0
PMC2474477,1
PMC2953690,0
PMC3534580,0
PMC2943253,1
PMC137568,0
PMC4081941,0
PMC2570299,1
PMC7025382,0
PMC5223125,0
PMC5883944,0
PMC4616169,0
PMC3088263,0
PMC3242778,0
PMC4637887,0
PMC3198346,0
PMC3737020,0
PMC4736985,0
PMC7568301,0
PMC4025729,0
PMC2830988,0
PMC138757,0
PMC1832225,0
PMC4586845,0
PMC4574378,0
PMC4468401,0
PMC4447922,0
PMC4072686,0
PMC3509364,0
PMC4674680,0
PMC2376305,1
PMC2768785,0
PMC3270411,0
PMC94885,0
PMC6731672,0
PMC4652355,0
PMC3622958,0
PMC1065169,1
PMC21653,0
PMC7203684,0
PMC2606025,0
PMC2918589,0
PMC3004329,0
PMC523029,0
PMC1698622,0
PMC3083334,1
PMC4634290,0
PMC4611681,0
PMC3653873,0
PMC4346127,0
PMC3614409,0
PMC3963902,0
PMC6421525,0
PMC4236562,0
PMC2794738,0
PMC5207263,1
PMC4431682,0
PMC1291289,0
PMC4716978,0
PMC490939,0
PMC4807261,1
PMC3349661,0
PMC1315936,0
PMC1428399,1
PMC521101,0
PMC2894301,0
PMC1151848,0
PMC1855074,0
PMC3832376,0
PMC403679,0
PMC7754465,0
PMC6628680,0
PMC1931540,0
PMC3815947,0
PMC3957834,0
PMC4319582,0
PMC6327446,1
PMC3940830,0
PMC5808844,0
PMC3503194,0
PMC3668837,0
PMC3149949,0
PMC3625739,0
PMC4291723,0
PMC3302605,0
PMC3416535,0
PMC4131921,0
PMC3082918,0
PMC6699074,0
PMC522308,0
PMC2738036,0
PMC1287649,0
PMC6589186,0
PMC3264089,0
PMC3713811,0
PMC3766260,0
PMC2861581,0
PMC7905190,0
PMC3778199,0
PMC3347331,0
PMC126571,1
PMC219561,0
PMC3578101,0
PMC7654443,0
PMC4481286,0
PMC4766428,0
PMC4859169,0
PMC2997551,0
PMC3019120,0
PMC2849253,0
PMC2906318,0
PMC3369263,0
PMC3558006,0
PMC4671577,1
PMC2147016,0
PMC2678088,0
PMC6090015,0
PMC4249118,0
PMC6182558,0
PMC2798268,0
PMC4002070,0
PMC3302387,0
PMC421645,0
PMC3131661,0
PMC4667477,0
PMC3688926,0
PMC4800460,0
PMC1169498,0
PMC4551240,0
PMC3780914,0
PMC3618312,0
PMC3614156,0
PMC4706337,0
PMC1230933,0
PMC7105820,0
PMC5696502,0
PMC1317576,0
PMC4598715,0
PMC3694855,0
PMC3294768,0
PMC5249157,0
PMC2704960,0
PMC3853046,0
PMC3084873,0
PMC6986724,0
PMC2727327,0
PMC4407214,0
PMC3733423,0
PMC3187402,0
PMC4379981,0
PMC3245474,0
PMC2224295,0
PMC3398566,0
PMC1316308,0
PMC3886953,0
PMC4404143,0
PMC3457290,0
PMC5268438,0
PMC3924379,0
PMC3993729,0
PMC2632007,0
PMC3416366,0
PMC4286197,0
PMC6028973,1
PMC2772478,0
PMC120269,0
PMC2881045,0
PMC2740546,1
PMC3910705,0
PMC3610870,0
PMC6447457,0
PMC4747519,0
PMC7105897,1
PMC95342,0
PMC3729456,0
PMC2984195,0
PMC5436490,1
PMC196547,0
PMC98647,0
PMC4097740,0
PMC6246635,0
PMC4256310,0
PMC2733857,0
PMC3808388,0
PMC6254351,1
PMC2710411,0
PMC2687331,0
PMC4762388,0
PMC3255626,0
PMC7014971,0
PMC3157552,0
PMC3032565,0
PMC3917698,0
PMC3490853,0
PMC2614490,0
PMC1594567,0
PMC2817852,0
PMC2394882,0
PMC2863553,0
PMC5358931,0
PMC3347388,0
PMC4148731,0
PMC3080875,0
PMC7955810,0
PMC3318808,0
PMC3164680,0
PMC123999,0
PMC2646615,0
PMC3022058,0
PMC3035259,0
PMC2780388,1
PMC4578781,0
PMC3533731,1
PMC3147699,0
PMC2659204,0
PMC2737959,0
PMC3223530,0
PMC3122784,0
PMC328454,0
PMC5137463,1
PMC3382460,0
PMC4826469,0
PMC3072084,0
PMC3346090,1
PMC3832669,0
PMC3034093,0
PMC3126384,0
PMC7073891,0
PMC94534,1
PMC3787301,0
PMC3890295,0
PMC4340399,0
PMC4210621,0
PMC1283755,0
PMC2681393,0
PMC4640513,0
PMC5848218,0
PMC1952366,0
PMC4914292,0
PMC2290785,0
PMC2753113,0
PMC4911467,0
PMC5293489,0
PMC3309349,0
PMC2575335,0
PMC110976,0
PMC4139272,0
PMC2759218,0
PMC4299909,0
PMC4076334,0
PMC348879,0
PMC3233126,0
PMC4490697,0
PMC3432902,0
PMC3620526,0
PMC3187460,0
PMC1855768,0
PMC7152746,1
PMC529098,0
PMC3393526,0
PMC3767624,0
PMC1272972,0
PMC3990747,0
PMC2633020,0
PMC3790100,0
PMC3360786,0
PMC3627968,0
PMC2901986,0
PMC3181468,0
PMC3444630,0
PMC3165661,0
PMC3012730,0
PMC4253976,0
PMC3584018,0
PMC182626,0
PMC2699751,0
PMC106228,0
PMC2774320,0
PMC4706334,0
PMC2953191,0
PMC4447919,0
PMC3672207,0
PMC4187952,0
PMC4308742,0
PMC3163572,0
PMC4704411,0
PMC106473,1
PMC2238142,0
PMC91878,1
PMC3623155,0
PMC2849448,0
PMC4111725,0
PMC2743286,0
PMC4814059,0
PMC4335975,0
PMC1899368,1
PMC2620749,0
PMC2224148,0
PMC3521005,0
PMC2900928,1
PMC4425037,0
PMC4132616,0
PMC3416348,0
PMC4110214,0
PMC5373689,0
PMC2834264,0
PMC2493154,0
PMC102302,0
PMC3668002,0
PMC4388263,0
PMC7105320,0
PMC3072389,0
PMC139573,0
PMC130390,0
PMC5975656,0
PMC4110218,0
PMC2444013,0
PMC1964837,0
PMC4472901,0
PMC7544826,0
PMC2764950,0
PMC4083111,0
PMC4722257,0
PMC4319497,0
PMC1169011,0
PMC2650457,0
PMC3035267,0
PMC3133184,0
PMC4041787,0
PMC2642839,0
PMC93869,0
PMC5951611,0
PMC5148603,0
PMC2737971,0
PMC3121448,0
PMC4296314,0
PMC4888464,0
PMC2702074,0
PMC3858295,0
PMC7049152,0
PMC1242339,0
PMC3751612,0
PMC3529199,0
PMC3736715,0
PMC2293186,0
PMC2266912,0
PMC4263824,0
PMC3378484,0
PMC525441,0
PMC4882190,0
PMC2984233,0
PMC3430318,0
PMC2830990,0
PMC93809,0
PMC2474590,0
PMC3458417,0
PMC3717159,0
PMC1456265,0
PMC4468693,0
PMC3076838,0
PMC4223452,0
PMC1797101,0
PMC3620520,0
PMC3962479,0
PMC2804199,0
PMC2842983,0
PMC4357757,0
PMC2805709,0
PMC2614571,0
PMC3813187,0
PMC4574373,0
PMC4183885,0
PMC2882778,0
PMC3993629,0
PMC2774698,0
PMC4572073,0
PMC4141934,1
PMC3587934,0
PMC2967034,0
PMC3811506,1
PMC2258559,0
PMC3900898,0
PMC5722869,0
PMC2423258,0
PMC3626624,0
PMC4265450,0
PMC4586598,0
PMC1169491,0
PMC6381184,1
PMC2034597,0
PMC4802042,0
PMC3505030,0
PMC4867478,0
PMC92660,1
PMC3831826,0
PMC4110982,0
PMC2630752,0
PMC3035281,0
PMC4897640,0
PMC3218425,0
PMC3316575,0
PMC2787378,0
PMC5830651,0
PMC5026439,0
PMC2803860,0
PMC3059416,0
PMC2856279,0
PMC93713,0
PMC4592815,0
PMC4536996,0
PMC2716657,0
PMC2819257,0
PMC6697891,0
PMC2581703,0
PMC4136092,1
PMC2820430,0
PMC25748,0
PMC4569730,0
PMC3829197,0
PMC5436585,1
PMC4911795,0
PMC6332095,1
PMC383305,0
PMC4603707,0
PMC3503071,0
PMC1698282,0
PMC107164,1
PMC106297,1
PMC1447445,0
PMC4112628,0
PMC3837724,0
PMC3709145,0
PMC3642055,1
PMC1274347,0
PMC3622971,0
PMC4127135,0
PMC3431806,0
PMC4271165,0
PMC4572066,0
PMC3732986,0
PMC5128808,0
PMC3505178,0
PMC2859968,0
PMC2724755,0
PMC35041,0
PMC4287584,1
PMC4912749,0
PMC5085205,0
PMC3873811,0
PMC1933357,0
PMC3486835,0
PMC4528330,0
PMC2809096,0
PMC4904262,0
PMC2193779,0
PMC3724675,0
PMC148077,0
PMC2993542,0
PMC3650444,0
PMC4102865,0
PMC2715172,0
PMC3108610,0
PMC6275457,0
PMC4582637,0
PMC4029986,0
PMC2293246,0
PMC1913324,0
PMC4686663,0
PMC4470697,0
PMC492396,1
PMC3850993,0
PMC92870,1
PMC3938573,0
PMC2867947,0
